benji the bird	| Benji was a shy bird. He was a very lonely bird. One day , he saw a robin out on his balcony. He decided he was going to give the robin a little bit of money. The robin gave Benji the money and he was happy.
itchy	| Gina's stomach had become uncomfortable this afternoon. She asked her mom if she could go to the bathroom. She thought about going but she was too embarrassed. Gina's mom took the girls to the store and bought new underwear. She gave Gina a big hug as she left the store.
driving test	| My wife's boss was trying out for a driving test. He is 45 years old. He drove to a golf course to learn. He passed the test. We are excited. <|endoftext|>>
broken phone	| My phone broke last week. I sent it back to the store. They told me to come back in the morning. I got there just in time. I put the phone in my pocket instead of in my bag.
waiting in line	| Lisa was waiting in line for a movie. She had to wait for almost an hour. She was very nervous. The movie started and it had been a long wait. Thankfully the line was short.
tornado	| The storm blew by. It tore the power and internet out. Several people couldn't get online. They were all locked out of their homes. Thankfully , the power was restored soon.
order subways	| usan was going to the subway. She had a bus ticket that needed to be paid. She had to wait for the next one. She called and waited. And waited.
new detergent	| Kelly's hair was getting very long. She had a lot of knots on it. She decided to buy a new detergent. The new detergent was much easier to use. Kelly's hair was now much shorter.
side effects	| My friend's son had a heart attack. He had several other symptoms. He had trouble breathing. He was in the hospital for several days. He was diagnosed with the effects of anticoagulants. <|endoftext|>>
too many presents	| I was sitting on the couch with my parents when I heard a knock. I opened the door to find my mother and father standing outside. They had just arrived at the door. I told them that it was my sister. They were excited to see me.
hurt leg	| Kelly was playing soccer. She was trying to kick the ball. One of her legs was injured. She kicked the ball too hard. She hurt her leg badly.
scuba diving	| Tom went scuba diving with his father. They had a great time scuba diving. Tom was nervous about diving alone. Tom told his father he was scared of heights. He and his father decided to go for a long dive together.
lorrie makes a mistake	| Lorrie is at the bar. She gets drunk. She decides to go back to her hotel. When she gets back , she realizes she forgot her wallet. Lorrie regrets her decision to return to her hotel.
lost dog	| Tom went in search of his lost dog. He looked all over his house. There were no signs of the dog anywhere. Finally , Tom heard the dog's owner's voice. It was his dog playing happily in the yard. <|endoftext|>>
gary wins the lottery	| Gary is about to turn 21. Gary's parents tell him that he can't win the lottery. Gary calls them up to tell them he will get their money back. Gary plays the lottery and wins a lot of money. Gary is happy that he won the lottery.
thanks for telling me	| I told my wife that I was going to the store. She did not believe me. I told her that I was going to the store. She told me that she would believe me. So she went to the store and bought a present for me.
trouble sleeping	| The man had trouble falling asleep at night. He kept his eyes open. He tried to look for his eyes. He couldn't find them. He fell asleep.
the cheating boyfriend	| I was in a relationship with Doug. We had been in it for awhile. One day Doug cheated on me with a girl. He told me the whole story a few days later. I called the police and said that Doug was liars.
